name,wins,losses,draws,height_cm,weight_kg,SigStrike/Min,SigStrikeAcc%,SigStrikeAbs/Min,SigStrikeDef%,AvgTd/15Min,TdAcc%,TdDef5,AvgSub/15Min
Javy Ayala,10,5,0,185.42,120.2,0.83,25,5,33,0,0,0,0
Jeremiah Constant,11,8,0,185.42,108.86,1.5,75,3.25,43,0,0,0,7.5
Jeremiah Metcalf,13,7,0,185.42,83.91,1.74,59,0.27,60,4.02,66,100,2
Jeremy  Freitag,6,10,0,185.42,92.99,0,0,8.37,19,0,0,33,1.9
Jeremy Horn,91,22,5,185.42,83.91,1.19,39,1.99,55,1.83,38,29,1.1
Jeremy May,13,10,0,185.42,83.91,0,0,0,0,0,0,0,0
Jerrel Venetiaan,4,3,0,185.42,88.45,0.81,33,1.51,67,0,0,60,0
Jesse Juarez,23,12,0,185.42,77.11,1.71,48,2.87,52,2.69,33,50,0
Jhonoven Pati,6,4,0,185.42,83.91,2.88,53,6.13,33,2.7,100,0,0
Jim Mullen,0,2,0,185.42,97.52,0,0,0,0,0,0,0,0
Jimi Manuwa,17,6,0,185.42,92.99,3.43,54,3.97,49,0.53,18,70,0.4
Joao Pierini,4,1,0,185.42,70.31,0.76,14,4.56,33,0,0,0,0
Joe Charles,6,13,0,185.42,117.93,0,0,0,0,0,0,0,0
Joe Pardo,4,6,0,185.42,95.25,0,0,0,0,0,0,0,0
Joey Beltran,17,14,0,185.42,83.91,4.92,36,5.27,54,0.48,18,75,0
John Allan,13,7,0,185.42,92.99,3.56,42,5.74,52,1.4,71,50,0.8
John Hathaway,17,2,0,185.42,77.11,3.4,40,1.8,62,2.61,43,60,0.9
John Salter,14,3,0,185.42,83.91,1.68,32,1.68,68,2.85,46,66,0.5
Jon Manley,9,4,0,185.42,77.11,1.13,20,4.33,45,1,7,20,0
Jong Wang Kim,13,23,0,185.42,108.86,0,0,0,0,0,0,0,0
Jordan Williams,9,6,0,185.42,83.91,5.83,50,5.46,35,1.11,50,85,0
Jorge Interiano,4,3,0,185.42,92.99,0,0,0,0,0,0,0,0
Jorge Oliveira,5,3,1,185.42,92.99,0,0,0,0,0,0,0,0
Jorge Rivera,20,9,0,185.42,83.91,3.16,48,2.64,54,0.84,50,63,0.1
Jorge Santiago,25,12,0,185.42,77.11,1.69,35,2.62,56,0.58,30,52,0.8
Josh Bumgarner,6,4,0,185.42,77.11,0,0,0,0,0,0,0,0
Josh Burns,8,10,0,185.42,110.68,2.4,48,5.73,32,0,0,100,0
Josh Copeland,12,4,0,185.42,120.2,1.03,31,3.01,55,0,0,57,0
Josh Shockley,11,4,0,185.42,70.31,1.4,33,1.75,60,0,0,61,0.8
Julian Erosa,28,12,0,185.42,65.77,6.22,48,6.35,47,1.66,46,61,0.6
Justin Burlinson,6,1,0,185.42,77.11,1.24,40,3.09,61,0,0,100,9.3
Justin Eilers,19,7,1,185.42,106.59,2.86,43,5.66,49,0.82,25,50,0
Justin Guthrie,18,9,0,185.42,77.11,0.16,33,3.74,14,2.44,25,0,4.9
Justin McCully,11,5,2,185.42,102.06,1.58,37,2.02,46,1.28,44,43,0
Justin Willis,8,2,0,185.42,119.75,3.37,59,2.57,57,0.96,66,36,0
Kailan Hill,4,1,0,185.42,83.91,2.6,53,4.8,37,3,42,0,0
Karl Roberson,9,6,0,185.42,92.99,2.57,51,2.42,57,0.72,40,42,0.5
Kazunari Murakami,5,5,0,185.42,99.79,0,0,0,0,0,0,0,0
Keith Berry,15,14,1,185.42,83.91,0.27,12,6.27,28,0,0,0,0
Ken Shamrock,28,17,2,185.42,92.99,1.47,46,4.3,39,0.94,60,44,2.5
Khalil Rountree Jr.,13,5,0,185.42,92.99,3.73,38,4.16,50,0,0,56,0.1
Kristof Midoux,6,10,0,185.42,99.79,0.7,43,2.89,49,0,0,0,0
Krzysztof Jotko,24,6,0,185.42,83.91,2.98,42,2.23,57,1.33,39,82,0.1
Krzysztof Soszynski,26,12,1,185.42,92.99,3.37,39,3.13,58,0.52,25,71,1
Kyle Noke,22,10,1,185.42,77.11,3.23,50,2.09,64,1.53,54,66,0.8
Lance Lawrence,4,1,0,185.42,65.77,5.87,50,9.8,24,1,100,50,0
Laureano Staropoli,9,5,0,185.42,83.91,3.31,34,3.73,54,0.83,26,48,0
Lee Brousseau,5,3,0,185.42,92.99,0,0,0,0,0,0,0,0
Levi Avera,18,15,0,185.42,77.11,0,0,0,0,0,0,0,0
Lloyd Van Dams,0,1,0,185.42,108.86,0,0,3.01,15,0,0,0,0
Luis Santos,63,10,1,185.42,77.11,4.4,57,4,64,0,0,0,0
Lyoto Machida,24,8,0,185.42,83.91,2.59,53,1.57,61,1.21,65,75,0.4
Marc-Andre Barriault,16,6,0,185.42,83.91,5.95,47,5.22,53,0.24,25,67,0.1
Marcel Fortuna,9,3,0,185.42,92.99,3.83,46,4.52,64,0.45,8,75,0.5
Marcelo Brito,13,8,0,185.42,77.11,0.6,20,3.53,55,0,0,50,0
Marco Ruas,9,4,2,185.42,95.25,0,0,0,0,0,0,0,0
Marcos Mariano,6,6,0,185.42,70.31,0.25,27,2.11,43,0,0,28,0
Marcos Rogerio de Lima,21,10,1,185.42,114.76,3.61,56,2.96,51,1.34,47,59,0.5
Marcus Bossett,1,3,0,185.42,97.52,0,0,0,0,0,0,0,0
Mark Coleman,16,10,0,185.42,92.99,1.88,52,2.62,40,3.89,40,50,0.8
Markus Perez,12,5,0,185.42,83.91,2.6,47,3.72,52,0.81,25,77,1
Martin Svensson,15,6,0,185.42,70.31,2.02,38,5.91,38,0,0,0,0
Masaaki Satake,1,8,1,185.42,99.79,1.4,35,3.76,41,0,0,58,0
Mats Nilsson,11,4,1,185.42,77.11,2.99,39,5.62,63,3.87,83,44,2.3
Matt Hamill,12,8,0,185.42,92.99,3.69,42,3.8,61,3,34,91,0
Matt Horwich,30,25,1,185.42,83.91,1.11,62,2.16,38,0.33,9,28,2.7
Matt Lucas,15,3,0,185.42,92.99,1.27,48,3.93,40,1,10,0,0
Matthew Riddle,8,3,0,185.42,77.11,3.01,42,2.74,54,3.51,50,89,0.5
Matthew Semelsberger,11,6,0,185.42,77.11,4.06,43,4.36,55,1.02,58,50,0.1
Mauricio Rua,27,14,1,185.42,92.99,3.57,50,2.79,54,2.01,48,49,0.7
Max Rohskopf,5,1,0,185.42,70.31,1.7,31,5.8,42,3,33,0,1.5
Mehdi Baghdad,11,5,0,185.42,70.31,3.13,30,4.56,46,0,0,33,0
Michael Bisping,30,9,0,185.42,83.91,4.33,38,2.71,65,1.05,43,63,0.3
Michael Chiesa,18,7,0,185.42,77.11,1.87,40,1.7,54,3.33,50,60,1
Michael Cora,4,1,0,185.42,77.11,0.8,28,0.13,66,0,0,25,0
Michael McBride,8,3,0,185.42,70.31,4.08,48,5.85,40,1.85,42,30,1.2
Michel Pereira,29,11,0,185.42,83.91,5.09,53,3.74,58,1.56,55,94,0.6
Mike Cook,13,13,0,185.42,92.99,1.72,49,2.4,46,1.03,33,55,2.1
Mike Malott,10,1,1,185.42,77.11,4.21,42,3.07,56,2.53,55,0,1.5
Mike Rhodes,10,5,0,185.42,77.11,3.2,39,4.13,64,0.96,33,75,0.5
Mike Russow,15,3,0,185.42,115.67,1.55,47,2.9,59,4.66,43,0,0.7
Mike Swick,15,6,0,185.42,77.11,2.36,37,2.29,54,1.06,50,61,0.6
Mike Whitehead,27,8,0,185.42,92.99,1.62,33,2.36,59,3.59,43,77,0.3
Min Soo Kim,3,7,0,185.42,115.67,0.87,100,3.48,20,0,0,0,0
Mounir Lazzez,11,3,0,185.42,77.11,7.49,55,5.42,53,1.8,57,71,0
Nate Schroeder,11,10,0,185.42,104.33,0,0,0,0,0,0,0,0
Nick Diaz,26,10,0,185.42,77.11,5.71,42,3.84,59,1.28,32,60,1
Nick Thompson,38,14,1,185.42,77.11,1.87,42,1.8,49,1.06,100,35,2.6
Niklas Backstrom,11,3,0,185.42,65.77,1.12,41,3.65,40,2.92,80,72,2.2
Niklas Stolze,12,6,0,185.42,70.31,2.12,48,2.25,49,0.66,100,55,0.7
Nikolay Veretennikov,9,4,0,185.42,77.11,3.47,65,3.53,56,0,0,50,0
Nordine Taleb,15,7,0,185.42,77.11,3.66,51,2.62,66,1.94,76,73,0
Oli Thompson,17,10,0,185.42,109.77,1.66,46,5.31,46,0,0,50,0.5
Pablo Garza,12,4,0,185.42,65.77,3.37,44,2.7,50,0.94,25,15,1.3
Pascal Krauss,11,2,0,185.42,77.11,5.45,47,3.88,59,1.53,50,60,0.9
Patrick Speight,7,3,0,185.42,77.11,0,0,0,0,0,0,0,0
Paulo Costa,14,2,0,185.42,83.91,6.5,60,6.38,47,0.53,75,79,0
Pedro Rizzo,20,11,0,185.42,109.32,1.93,34,3.02,50,0.26,28,78,0
Peggy Morgan,4,4,0,185.42,61.23,2.27,23,8.2,33,0,0,50,0
Quinton Jackson,37,12,0,185.42,92.99,3.25,54,2.51,55,1.52,56,73,0.1
Rafael Cavalcante,12,7,0,185.42,92.99,2.71,53,3.62,49,0.6,40,63,0.1
Raimond Magomedaliev,10,2,0,185.42,77.11,4.07,41,4.75,41,0,0,0,0
Ramazan Kuramagomedov,8,0,0,185.42,77.11,11.67,67,9.13,54,1,14,0,0
Randy Couture,19,11,0,185.42,92.99,2.85,57,1.53,59,2.78,46,58,0.5
Ray Sloan,8,1,0,185.42,92.99,0,0,0,0,0,0,0,0
Renato Sobral,37,11,0,185.42,92.99,2.23,45,1.53,57,2.48,42,65,2.6
Renato Verissimo,7,5,0,185.42,77.11,0.92,48,1.87,47,1.46,30,50,2.5
Ricardo Barros,2,2,0,185.42,92.99,0,0,8.22,31,0,0,100,0
Rich Franklin,29,7,0,185.42,83.91,4.1,44,2.07,62,1.31,66,63,0.7
Richard Dalton,4,3,1,185.42,92.99,1.2,69,3.27,25,1,11,0,0
Ricky Rainey,12,6,0,185.42,77.11,2.55,48,2.62,46,0.95,18,55,0
Rob Yundt,9,5,0,185.42,83.91,1.37,41,2.55,31,2.94,100,0,0
Roman Zentsov,18,12,0,185.42,104.33,1.18,36,0.53,70,1.6,100,33,3.2
Ronny Markes,17,5,0,185.42,83.91,2.17,53,2.43,45,3.13,40,100,0.5
Royce Gracie,15,2,3,185.42,79.38,0.88,41,1.13,37,0,0,66,0.8
Rubin Williams,0,1,0,185.42,83.91,0,0,1.39,60,0,0,0,0
Ryan Healy,25,14,1,185.42,70.31,1.67,35,3,38,3,50,40,1
Ryan Jensen,21,8,0,185.42,83.91,2.84,39,2.99,59,1.55,50,31,1.9
Ryan Jimmo,19,5,0,185.42,92.99,3.12,66,2.77,46,0.45,28,87,0
Ryan LaFlare,14,3,0,185.42,77.11,2.89,40,1.86,63,2.13,44,58,0.2
Samandar Murodov,8,0,0,185.42,77.11,3.41,80,0.8,0,3.01,100,0,3
Saparbeg Safarov,9,3,0,185.42,83.91,4.03,48,2.96,47,2.52,41,33,0
Sasha Palatnikov,6,4,0,185.42,77.11,6.69,53,5.44,52,0.72,100,70,0
Satoshi Honma,4,6,3,185.42,92.99,0,0,0,0,0,0,0,0
Scott Junk,8,3,1,185.42,120.2,5.13,60,1.81,45,0,0,0,0
Sean O'Connell,17,9,0,185.42,92.99,5.46,48,6.77,45,0,0,30,0.5
Sean Strickland,28,5,0,185.42,83.91,5.82,41,4.24,63,0.92,64,84,0.2
Sergey Khandozhko,28,6,1,185.42,77.11,3.41,41,2.37,60,0.76,28,61,0
Shaheen Santana,6,1,0,185.42,70.31,0.82,42,1.65,40,0,0,0,2.8
Shavkat Rakhmonov,17,0,0,185.42,77.11,4.45,59,2.61,53,1.49,33,100,1.5
Sheldon Westcott,10,3,1,185.42,77.11,2.26,40,3.73,37,3.23,37,14,0
Sherman Pendergarst,11,18,0,185.42,106.59,1.23,36,3.08,16,4.62,100,0,0
Siala Siliga,12,5,0,185.42,131.54,1.08,26,1.96,50,1.47,50,80,0
Simeon Thoresen,17,6,1,185.42,77.11,3.85,43,3.85,64,1.12,40,50,1.7
Sokun Koh,4,1,0,185.42,92.99,0,0,0,0,0,0,0,0
Steve Mann,12,5,0,185.42,77.11,3.18,70,0.66,57,1.64,100,60,0
Steven Graham,2,1,0,185.42,131.54,0,0,0,0,0,0,0,0
Takayuki Okada,3,3,2,185.42,131.54,0,0,0,0,0,0,0,0
Tatsuya Mizuno,16,12,1,185.42,92.99,2.25,37,3.52,53,1.19,25,40,3.6
Tebaris Gordon,3,1,0,185.42,120.2,3.53,16,49.41,22,0,0,0,0
Tedd Williams,7,1,0,185.42,124.74,0,0,0,0,0,0,0,0
Teddy Ash,14,5,0,185.42,83.91,7.27,61,6.8,28,0,0,100,0
Teemu Packalen,8,3,0,185.42,70.31,2.57,54,3.91,47,2.31,25,100,1.5
Terry Etim,16,5,0,185.42,70.31,2.16,35,2.53,67,0.43,30,39,1.4
Thales Leites,28,9,0,185.42,83.91,2.13,40,2.99,52,2.1,27,30,1.1
Themba Gorimbo,11,4,0,185.42,77.11,1.8,59,1.71,42,3.47,50,66,0
Thomas Diagne,6,6,1,185.42,69.85,4.53,48,4.53,63,2,100,66,0
Thomas Gifford,14,9,0,185.42,70.31,3.97,37,6.45,37,0.5,33,33,0
Thomas Petersen,8,1,0,185.42,119.75,3.59,73,2.45,40,7.34,100,100,2.5
Thomas Ramirez,0,1,0,185.42,185.97,0,0,0,0,0,0,0,0
Tim Caron,7,1,0,185.42,83.91,0.59,50,6.9,12,0,0,0,0
Tim Lajcik,7,6,1,185.42,102.06,0,0,0,0,0,0,0,0
Tim Roman,3,4,0,185.42,77.11,0.6,40,2.4,40,1,100,16,0
Todd Butler,1,4,0,185.42,90.72,0,0,0,0,0,0,0,0
Todd Gouwenberg,9,5,0,185.42,92.99,0.52,23,2.93,42,1.57,33,50,0
Tom Sauer,25,12,0,185.42,119.29,0,0,0,0,0,0,0,0
Tom Watson,17,9,0,185.42,83.91,4.01,44,4.41,50,0.15,7,43,0
Tomasz Drwal,21,5,1,185.42,92.99,3.29,38,2.26,57,3.55,60,82,0.4
Tony Johnson,11,3,0,185.42,120.2,2,53,4.73,31,2,22,0,0
Tony Sylvester,11,3,0,185.42,102.06,0,0,10.12,12,0,0,0,0
Trevor Prangley,34,11,2,185.42,83.91,2.59,60,2.02,48,3.38,55,74,1
Uros Medic,9,2,0,185.42,77.11,5.64,60,3.18,58,0.4,100,46,0
Vinicius Cenci,7,2,0,185.42,70.31,2.9,48,2.69,62,1.61,50,0,0
Vitor Miranda,12,5,0,185.42,83.91,2.98,45,2.95,58,0.95,55,50,0.2
Wayne Cole,16,25,0,185.42,92.99,0.57,20,8.33,27,4.31,25,0,4.3
Westin Wilson,16,8,0,185.42,65.77,1.38,50,7.59,26,0,0,0,10.3
Wilson Gouveia,14,8,0,185.42,83.91,3.02,39,4.06,56,0.9,66,57,2.2
Xavier Foupa-Pokam,32,22,0,185.42,83.91,1.47,43,2.5,49,0,0,16,0
Yohan Lainesse,9,2,0,185.42,77.11,2.34,42,3.44,59,1,28,80,0.5
Yoshiaki Yatsu,0,2,0,185.42,74.84,0,0,5.57,48,0,0,0,0
Yukiya Naito,15,6,2,185.42,92.99,1.54,33,5.13,60,0,0,0,0
Yuri Panferov,6,1,0,185.42,83.91,2.33,52,0.91,41,0,0,36,0
Zabit Magomedsharipov,18,1,0,185.42,65.77,4.89,48,3,64,5.22,56,77,0.8
Aaron Jeffery,10,3,0,187.96,83.91,3.1,45,4.46,34,0,0,50,0
Abdul-Kerim Edilov,17,4,0,187.96,92.99,10.22,61,0.13,92,3.98,100,0,2
Abus Magomedov,25,6,1,187.96,83.91,3.73,42,5.36,54,0.61,50,100,0
Adam Cella,6,8,0,187.96,77.11,1.91,42,2.61,51,3.92,75,50,1.3
Adam Meredith,5,3,0,187.96,77.11,2.63,50,2.11,55,7.89,100,100,7.9
Adlan Amagov,14,2,1,187.96,77.11,3.29,47,0.82,78,5.84,56,100,0
Alan Belcher,18,8,0,187.96,83.91,2.7,41,3.1,59,0.44,26,55,0.9
Alavutdin Gadjiev,18,13,1,187.96,83.91,0.99,27,0.99,57,0,0,50,0
Aleksei Oleinik,60,17,1,187.96,108.86,3.29,48,3.8,44,1.82,46,37,1.9
Alex Gorgees,6,1,0,187.96,70.31,0.67,32,2.27,38,0,0,54,0
Alex Serdyukov,8,5,0,187.96,77.11,4.94,48,3.1,46,1.84,55,67,1.8
Alex Stiebling,19,11,1,187.96,92.99,1.77,42,1.45,52,0.35,66,66,0.7
Alexander Poppeck,9,3,0,187.96,92.99,4.01,57,9.81,33,0,0,0,0
Alexander Soldatkin,14,4,0,187.96,113.4,1.16,60,1.35,26,1.45,50,50,0
Alexandr Romanov,17,2,0,187.96,118.84,4.06,52,2.2,50,4.32,54,20,0.9
Alexandre Dantas,0,3,0,187.96,107.95,0.21,25,1.87,60,0,0,0,3.1
Alton Cunningham,4,2,0,187.96,92.99,3.33,75,4.94,20,1.67,10,100,0
Anderson Silva,34,11,0,187.96,83.91,3.05,61,2.05,60,0.5,77,69,0.8
Andre Roberts,14,2,1,187.96,156.49,0,0,0,0,0,0,0,0
Andrei Kopylov,6,11,0,187.96,120.2,0.33,66,4.31,40,0,0,0,0
Anthony Ivy,8,4,0,187.96,83.91,2.5,42,4.57,51,4.69,20,100,0
Anthony Johnson,22,6,0,187.96,92.99,3.25,47,1.83,60,2.43,57,77,0.6
Anthony Ruiz,33,22,0,187.96,92.99,2.56,64,1.67,28,1.43,31,21,0
Anton Berzin,5,1,0,187.96,92.99,4.4,46,6.8,67,2,28,0,1
Antonio Carlos Junior,11,5,0,187.96,83.91,1.95,42,2.14,52,3.42,39,53,0.8
Art Santore,18,8,0,187.96,83.91,1.4,12,7.31,52,0,0,100,0
Ben Lagman,6,5,0,187.96,83.91,0,0,0,0,0,0,0,0
Ben Saunders,22,13,2,187.96,77.11,3.23,50,3.58,51,0.2,40,66,1.3
Bill Duvall,1,2,0,187.96,83.91,0,0,2.4,40,0,0,0,0
Blake Bowman,2,6,0,187.96,77.11,0,0,0,0,0,0,0,0
Bo Cantrell,10,10,0,187.96,106.59,3.16,16,12.63,0,0,0,0,0
Bobby Hoffman,36,10,1,187.96,111.13,2.02,70,1.32,19,1.17,50,0,1.2
Bobby Southworth,10,6,0,187.96,92.99,0.99,39,1.38,65,3.98,78,64,1.3
Booker DeRousse,6,5,0,187.96,92.99,0,0,0,0,0,0,0,0
Brad Morris,10,6,0,187.96,92.99,0.5,62,6.95,27,0,0,0,0
Brandon Thatch,11,5,0,187.96,77.11,2.7,42,3.63,52,1.36,66,50,0.7
Brendan Allen,23,5,0,187.96,83.91,3.87,54,3.6,46,1.36,47,58,1.7
Brian Camozzi,7,5,0,187.96,77.11,3.15,26,6.39,54,0,0,0,0.7
Brian Houston,4,6,0,187.96,83.91,1.9,35,3.67,53,0.95,100,87,0
Bruno Assis,8,4,0,187.96,83.91,1.27,43,3.2,36,2,50,66,1
Bruno Lopes,11,1,0,187.96,92.99,5.29,35,8.46,53,0,0,0,0
Buck Meredith,3,3,0,187.96,83.91,0,0,0,0,0,0,0,0
Buddy Roberts,12,3,0,187.96,83.91,2.17,34,2.08,70,0,0,76,0.7
Cameron VanCamp,15,7,1,187.96,70.31,5.31,47,6.41,40,0,0,0,0
Carlos Condit,32,14,0,187.96,77.11,3.66,39,2.67,55,0.59,46,38,1
CB Dollaway,17,9,0,187.96,83.91,2.65,47,2.58,54,3.55,54,62,1.2
Chad Cook,10,12,0,187.96,92.99,0,0,0,0,0,0,0,0
Chad Johnson,6,2,0,187.96,104.33,5.92,68,7.8,40,0,0,0,0
Chance Rencountre,14,4,0,187.96,77.11,1.1,20,3.62,49,1.35,26,16,0.3
Charlie Ontiveros,11,9,0,187.96,70.31,1.89,41,5.86,31,0,0,30,0
Chris Camozzi,24,13,0,187.96,83.91,3.57,44,2.96,56,0.27,19,57,0.5
Chris Price,19,4,0,187.96,83.91,1.44,66,2.59,48,0,0,33,2.2
Chris Spang,6,3,0,187.96,77.11,1.83,36,1.95,60,0,0,50,0.9
Chris Tuchscherer,21,4,0,187.96,117.03,1.35,31,3.17,47,1.19,18,0,0.6
Chris Weidman,15,7,0,187.96,83.91,2.98,43,3.27,50,3.6,43,65,0.8
Christian Leroy Duncan,9,1,0,187.96,83.91,5.06,59,4.68,47,0,0,50,0
Christian Lohsen,4,2,0,187.96,70.31,5.27,49,6.93,44,0,0,0,2
Christian Wellisch,8,5,0,187.96,106.14,3.12,27,3.04,56,1.22,42,45,1.2
Chuck Liddell,21,8,0,187.96,92.99,2.97,35,2.71,56,0.44,75,81,0
Chuck O'Neil,17,9,0,187.96,77.11,3.13,37,4.4,72,0,0,0,0
CJ Fernandes,14,8,3,187.96,77.11,0,0,0,0,0,0,0,0
Clay Mitchell,1,2,0,187.96,83.91,1.63,85,0,0,0,0,100,4.1
Clint Hester,11,6,0,187.96,92.99,3.36,42,3.44,56,1.02,35,60,0
Colin Fletcher,14,8,0,187.96,70.31,3.1,34,2.97,62,0,0,27,0
Courtney Turner,0,3,0,187.96,77.11,0,0,0,0,0,0,0,0
Craig White,14,9,0,187.96,77.11,1.23,40,3.28,39,0,0,50,0.8
Craig Zellner,4,3,0,187.96,92.99,0.61,9,4.65,61,0,0,0,0
Curtis Millender,17,5,0,187.96,77.11,3.86,46,2.95,61,0.43,100,57,0
Dan Bobish,17,9,0,187.96,156.49,2.06,44,1.74,34,2.44,42,0,1.6
Dan Charles,10,6,1,187.96,103.42,2.82,45,3.51,44,0,0,31,0
Dan Cramer,11,4,0,187.96,77.11,0.97,30,2.1,31,0,0,66,0.5
Dan Severn,101,19,1,187.96,113.4,0,0,0,0,0,0,0,0
Daniel Gracie,5,4,1,187.96,102.06,1.9,38,1.33,59,0.36,100,80,2.1
Danny Barlow,7,0,0,187.96,77.11,12.15,57,5.32,61,0,0,0,0
Danny Davis,13,11,1,187.96,77.11,0,0,0,0,0,0,0,0
Danny Mitchell,19,9,1,187.96,77.11,2.53,49,2.53,52,0,0,100,3
Darrill Schoonover,14,8,0,187.96,99.79,1.2,33,4.35,38,0,0,50,1.1
Dave Beneteau,6,5,1,187.96,113.4,0,0,0,0,0,0,0,0
Dave Dalgliesh,30,19,2,187.96,92.99,0,0,1.85,50,0,0,0,0
David Dodd,4,7,0,187.96,90.72,0,0,0,0,0,0,0,0
David Marshall,8,4,0,187.96,77.11,0,0,0,0,0,0,0,0
Dhiego Lima,17,9,0,187.96,77.11,3.12,39,3.88,58,1.26,34,73,0.6
Diego Henrique da Silva,8,4,0,187.96,83.91,2.53,57,3.27,30,0,0,63,0
Dmitrii Smoliakov,9,3,0,187.96,114.76,1.44,42,3.81,55,0,0,75,0
Dong Hyun Kim,22,4,1,187.96,77.11,2.12,49,1.89,58,2.93,43,71,0.6
Donovan Beard,7,2,0,187.96,83.91,0,0,5.77,28,0,0,0,0
Dylan Potter,10,6,0,187.96,102.06,3.1,48,5.78,46,0,0,33,1.1
Eddie Sanchez,15,8,0,187.96,104.33,3.45,43,3.3,43,1.13,26,42,0
Edmen Shahbazyan,12,4,0,187.96,83.91,3.46,51,4.13,43,2.17,39,63,0.6
Eduardo Neves,7,2,0,187.96,119.29,7.69,65,6.15,55,5.77,66,0,0
Eliot Marshall,10,4,0,187.96,92.99,1.93,27,2.39,67,0.47,33,79,0.9
Emiliano Sordi,16,7,0,187.96,92.99,4.79,50,4.79,48,0,0,100,8.3
Eric Bedard,6,7,0,187.96,108.41,6.37,35,8.54,52,0,0,0,0
Francois Botha,0,1,0,187.96,117.93,0,0,1.05,77,0,0,0,0
Gabriel Gonzaga,17,11,0,187.96,109.77,2.12,45,2.94,57,2.8,39,66,1.1
Gegard Mousasi,42,6,2,187.96,83.91,3.75,50,1.21,68,1.59,60,59,1.1
George Allen,13,19,2,187.96,92.99,0.8,38,3.1,43,0,0,50,0
Gilbert Yvel,39,16,1,187.96,102.06,1.05,47,1.78,50,0,0,25,1
Glover Teixeira,33,9,0,187.96,92.99,3.73,49,4.43,51,2.11,33,60,0.9
Greg Velasco,6,1,0,187.96,120.2,0,0,1.52,0,0,0,0,0
Gregory Bouchelaghem,5,4,0,187.96,83.01,0.27,21,1.53,36,0,0,50,0
Hamdy Abdelwahab,5,0,0,187.96,119.75,3.87,52,3.13,59,3,75,0,0
Harold Howard,1,3,0,187.96,108.86,0,0,0,0,0,0,0,0
Harry Hunsucker,7,6,0,187.96,92.99,3.54,52,6.53,42,0,0,0,2
Hashem Arkhagha,6,1,0,187.96,83.91,1.84,44,8.97,43,0,0,50,0
Herdem Alacabek,5,1,0,187.96,92.99,3.84,65,6.66,23,2.06,50,42,0
Ildemar Alcantara,21,11,0,187.96,83.91,1.93,38,2.63,50,2,68,81,0.9
Iouri Kotchkine,7,4,1,187.96,106.59,0.67,38,4.92,15,0,0,25,0
Ivan Valenzuela,8,2,0,187.96,83.91,0,0,9.6,33,0,0,0,0
Jairzinho Rozenstruik,13,5,0,187.96,109.77,2.81,45,3.15,45,0,0,73,0
James Irvin,17,10,0,187.96,92.99,2.03,48,3.86,35,0,0,36,0.5
James Krause,28,9,0,187.96,77.11,4.79,49,4.11,61,0.96,18,59,0.9
James Te Huna,16,9,0,187.96,83.91,4.04,51,2.99,62,2.75,37,58,0.2
James Zikic,21,10,2,187.96,92.99,1.47,35,1.6,44,0.5,25,74,0.5
Jamie Pickett,13,10,0,187.96,83.91,2.84,48,3.92,49,1.44,40,69,0.1
Jan Blachowicz,29,10,1,187.96,92.99,3.41,50,2.91,53,1.09,50,68,0.3
Jansey Silva,7,2,0,187.96,83.91,0.46,40,2.32,33,0,0,0,0
Jared Rosholt,14,4,0,187.96,120.2,2.08,46,1.52,59,1.83,41,66,0.1
Jason Freeman,6,4,0,187.96,102.06,0,0,0,0,0,0,0,0
Jason Godsey,16,16,0,187.96,104.33,0,0,0,0,0,0,0,0
Jason Gonzalez,11,5,0,187.96,70.31,3.06,39,3.13,58,0,0,30,1
Jay Silva,10,11,1,187.96,83.91,1.13,34,3.07,40,0,0,38,1
Jeff Hughes,10,4,0,187.96,113.4,3.95,51,3.67,60,0.71,50,45,0
Jeff Newton,4,2,0,187.96,92.99,0.28,20,1.41,52,0,0,0,8.5
Jeff Terry,2,3,0,187.96,92.99,1.09,50,9.27,19,0,0,100,0
Jesse Forbes,15,5,0,187.96,83.91,2.11,24,4.06,53,1.79,75,66,1.2
Jimmy Ambriz,17,21,1,187.96,142.88,0.83,29,3.76,40,3.13,57,100,0.8
Jimmy Crute,12,4,1,187.96,92.99,3.68,54,3.04,44,4.84,57,60,2
Joe Pyfer,12,2,0,187.96,83.91,3.64,45,2.34,55,2.97,83,50,1.8
Joey Roberts,4,3,0,187.96,90.72,0,0,0,0,0,0,0,0
John Matua,1,4,0,187.96,181.44,0,0,0,0,0,0,0,0
Jonathan Wilson,7,3,0,187.96,92.99,2.92,48,5.65,56,0.37,100,80,0
Jordan Johnson,10,0,0,187.96,92.99,3.45,47,2.64,53,3.25,42,100,1.2
Jordan Wright,12,5,0,187.96,92.99,4.1,56,6.03,31,2.09,45,100,0.4
Jorge Gonzalez,16,4,0,187.96,92.99,0,0,0,0,0,0,0,0
Jorgen Kruth,5,0,0,187.96,92.99,0,0,0,0,0,0,0,0
Josh Hendricks,19,11,0,187.96,106.59,0.98,20,11.8,29,0,0,0,0
Josh Stansbury,4,8,0,187.96,92.99,3.22,54,3.54,54,0,0,87,1
Julian Marquez,9,4,0,187.96,83.91,4.86,44,4.99,51,0,0,53,2.6
Justin Sumter,7,3,0,187.96,83.91,2.68,48,7.64,34,2.87,100,0,0
Justin Wren,13,2,0,187.96,120.2,3.43,35,2.07,64,0,0,100,0
Kaloyan Kolev,10,1,0,187.96,92.99,1.12,45,4.49,42,10.11,60,0,0
